Timestamp,DATE OF MURLI,MURLI ,  MURLI DATE ,MURLI  SUBJECT ,Point Details ,MURLI  SUBJECT ,Specify if other,POINT Detail,@dropdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2024 7:18:56,,,,रहमदिल,"1.मनुष्य तो सबसे रहम मांगते रहते हैं। अपने में ताकत नहीं है, जो अपने पर रहम करें। 
2.तुमको ताकत मिलती है। तुमने बाप से वर्सा लिया है और कोई को रहम-दिल नहीं कहा जाता है। 
3.मनुष्य को कभी देवता नहीं कह सकते हैं।
4. रहमदिल एक ही बाप है, जो मनुष्य को देवता बनाते हैं इसलिए कहते हैं परमपिता परमात्मा की महिमा अपरमअपार है, उसका पारावार नहीं। अभी तुम जानते हो, उनके रहम का पारावार नहीं है
",Activities अवगुण ,,"1.पाठशाला में आये हैं, पाठशालायें तुम बहुत खोलो तो तुम्हारी एक्टिविटी को देखें।
2. कोई फिर उल्टी चलन चलते हैं तो नाम बदनाम करते हैं। देह-अभिमान वाले की एक्टिविटी ही अलग होगी। 3.देखेंगे ऐसी एक्टिविटी है तो फिर जैसे सब पर कलंक लग जाता है। समझते हैं इनकी एक्टिविटी में तो कोई फ़र्क नहीं है तो गोया बाप की निंदा कराई ना। 
4.टाइम लगता है। सारा दोष उस पर आ जाता है। मैनर्स बहुत अच्छे चाहिए। तुम्हारे कैरेक्टर्स बदलने में कितना टाइम लगता है। तुम समझते हो कोई-कोई के कैरेक्टर्स बहुत अच्छे फर्स्टक्लास होते हैं। वह दिखाई भी पड़ेंगे। 5.बाबा एक-एक बच्चे को बैठ देखते हैं, इनमें क्या खामी है जो निकलनी चाहिए।
6.खामियाँ तो सबमें हैं। तो बाप सबको देखते रहते हैं। रिजल्ट देखते रहते हैं। बाप का तो बच्चों पर लव रहता है ना। 
7.जानते हैं इनमें यह खामी है, इस कारण यह इतना ऊंच पद पा नहीं सकेंगे। अगर खामियां नहीं निकली तो बड़ा मुश्किल है। 
8.देखने से ही मालूम पड़ जाता है। यह तो जानते हैं अभी टाइम पड़ा है। एक-एक की जांच करते, बाप की नज़र एक-एक के गुणों पर पड़ेगी। पूछेंगे तुम्हारे में कोई अवगुण तो नहीं है",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2024 7:25:58,,,,अवगुण ,"1.बाबा के आगे तो सच बता देते हैं। कोई-कोई को देह-अभिमान रहता है तो नहीं बताते हैं।
2. बाप तो कहते रहते हैं - आपेही जो करे सो देवता। कहने से करे वह मनुष्य, जो कहने से भी न करे.....। 3.बाबा कहते रहते हैं जो भी खामियां हैं इस जन्म की वह बाप के आगे आपेही बताओ। बाबा तो सबको कह देते हैं खामियां सर्जन को बतानी चाहिए। 
4.शरीर की बीमारी नहीं, अन्दर की बीमारी बतानी है। तुम्हारे पास अन्दर में क्या-क्या आसुरी ख्यालात रहते हैं? तो इस पर बाबा समझायेंगे। इस हालत में तुम इतना ऊंच पद नहीं पा सकेंगे, जब तक अवगुण निकलें, अवगुण बहुत निंदा कराते हैं। 
5.मनुष्यों को वहम पड़ता है - भगवान् इनको पढ़ाते हैं! भगवान् तो नाम-रूप से न्यारा है, सर्वव्यापी है, वह कैसे इनको पढ़ायेंगे, इनकी चलन कैसी है। 
6.यह तो बाप जानते हैं - तुम्हारे गुण कैसे फर्स्टक्लास होने चाहिए। अवगुण छिपा देंगे तो कोई को इतना तीर नहीं लगेगा 
7.इसलिए जितना हो सके अपने में अवगुण जो हैं उनको निकालते जाओ। 
8.नोट करो, हमारे में यह-यह खामी है तो दिल अन्दर में खायेगी। 
9घाटा पड़ता है तो दिल खाती है। व्यापारी लोग अपना खाता रोज़ निकालते हैं - आज कितना फायदा हुआ, रोज़ का खाता देखते हैं। 
10.यह बाप भी कहते हैं रोज़ अपनी चाल देखो। नहीं तो अपना नुकसान कर देंगे। बाप की पत (इज्ज़त) गंवा देंगे।",देही-अभिमानी,,"1.देह-अभिमानी ठौर नहीं पा सकेंगे। देही-अभिमानी अच्छी ठौर पायेंगे। 
2. देही-अभिमानी बनने के लिए ही सब पुरूषार्थ करते हैं।
3. दिन-प्रतिदिन सुधरते जाते हैं। देह-अभिमान से जो कर्त्तव्य होते हैं, उनको काटते रहना है। 
4.देह-अभिमान से पाप जरूर होता है इसलिए देही-अभिमानी बनते रहो।
5.देह-अभिमान से पाप जरूर होता है इसलिए देही-अभिमानी बनते रहो। 
6.यह तो समझ सकते हो जन्मते ही राजा कोई होता नहीं। देही-अभिमानी बनने में टाइम तो लगता है ना।
7. यह भी तुम समझते हो, अभी हमको वापिस जाना है। बाबा के पास बच्चे आते हैं।
8. कोई 6 मास बाद आते, कोई 8 मास बाद भी आते हैं तो बाबा देखते हैं इतने समय में क्या उन्नति हुई है?
9. दिन-प्रतिदिन कुछ सुधरते रहते हैं या कुछ दाल में काला है? कोई चलते-चलते पढ़ाई छोड़ देते हैं
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2024 7:29:05,,,,पढ़ाई ,"1.कोई चलते-चलते पढ़ाई छोड़ देते हैं। बाबा कहते हैं यह क्या, भगवान् तुमको पढ़ाते हैं भगवान भगवती बनाने, ऐसी पढ़ाई तुम छोड़ देते हो! 
2.अरे! वर्ल्ड गॉड फादर पढ़ाते हैं, इसमें अबसेन्ट! माया कितनी प्रबल है। फर्स्टक्लास पढ़ाई से तुम्हारा मुख मोड़ देती है।
3. बहुत हैं जो चलते रहते हैं, फिर पढ़ाई को लात मार देते हैं। यह तो तुम समझते हो अब हमारा मुंह है स्वर्ग तरफ, लात है नर्क तरफ। तुम हो संगमयुगी ब्राह्मण।
",धारणा,,"धारणा के लिए मुख्य सार:-

1) देह-अभिमान में आने से पाप जरूर होते हैं, देह-अभिमानी को ठौर नहीं मिल सकती, इसलिए देही-अभिमानी बनने का पूरा पुरूषार्थ करना है। कोई भी कर्म बाप की निंदा कराने वाला न हो।

2) अन्दर की बीमारियां बाप को सच-सच बतानी हैं, अवगुण छिपाने नहीं हैं। अपनी जांच करनी है कि मेरे में क्या-क्या अवगुण हैं? पढ़ाई से स्वयं को गुणवान बनाना है",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2024 7:33:32,,,,वरदान,"वरदान:-हद की रॉयल इच्छाओं से मुक्त रह सेवा करने वाले नि:स्वार्थ सेवाधारी भव
जैसे ब्रह्मा बाप ने कर्म के बन्धन से मुक्त, न्यारे बनने का सबूत दिया। सिवाए सेवा के स्नेह के और कोई बन्धन नहीं। सेवा में जो हद की रायॅल इच्छायें होती हैं वह भी हिसाब-किताब के बन्धन में बांधती हैं, सच्चे सेवाधारी इस हिसाब-किताब से भी मुक्त रहते हैं। जैसे देह का बन्धन, देह के संबंध का बंधन है, ऐसे सेवा में स्वार्थ - यह भी बंधन है। इस बन्धन से वा रॉयल हिसाब-किताब से भी मुक्त नि:स्वार्थ सेवाधारी बनो",स्लोगन,,"स्लोगन:-वायदों को फाइल में नहीं रखो, फाइनल बनकर दिखाओ।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2024 7:08:43,6/20/2024,साकार,,योग / याद,"1.इतना समय यहाँ बैठे हैं। दिल में भी आता है कि हम जैसे शिवालय में बैठे हैं। 
2.शिवबाबा भी याद आ जाता है। स्वर्ग भी याद आ जाता है। 
3.याद से ही सुख मिलता है। यह भी बुद्धि में याद रहे, हम शिवालय में बैठे हैं तो भी खुशी होगी। 
4.जाना तो आखरीन सभी को शिवालय में है। शान्तिधाम में कोई को बैठ नहीं जाना है।",शिवालय ,,"1.शान्तिधाम में कोई को बैठ नहीं जाना है। वास्तव में शान्तिधाम को भी शिवालय कहेंगे, सुखधाम को भी शिवालय कहेंगे।
2. दोनों स्थापन करते हैं। तुम बच्चों को याद भी दोनों को करना है। वह शिवालय है शान्ति के लिए और वह शिवालय है सुख के लिए। 
3.यह है दु:खधाम। अभी तुम संगम पर बैठे हो। शान्तिधाम और सुखधाम के सिवाए और किसकी भी याद नहीं होनी चाहिए।
4. भल कहाँ भी बैठे हो, धन्धे आदि में बैठे हो तो भी बुद्धि में दोनों शिवालय याद आने चाहिए।
5. दु:खधाम भूल जाना है। बच्चे जानते हैं यह वेश्यालय, दु:खधाम अब खत्म हो जाना है।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2024 7:13:13,,,,योग  distraction ,"1.यहाँ बैठे तुम बच्चों को झुटका आदि भी नहीं आना चाहिए। बहुतों की बुद्धि कहाँ-कहाँ और तरफ चली जाती है। माया के विघ्न पड़ते हैं। तुम बच्चों को बाप घड़ी-घड़ी कहते हैं - बच्चे, मनमनाभव। 
2.भिन्न-भिन्न प्रकार की युक्तियां भी बतलाते हैं। यहाँ बैठे हो, बुद्धि में यह याद करो कि हम पहले शान्तिधाम, शिवालय में जायेंगे फिर सुखधाम में आयेंगे। 
3.ऐसा याद करने से पाप कटते जायेंगे। जितना तुम याद करते हो उतना कदम बढ़ाते हो। यहाँ और कोई ख्यालात में नहीं बैठना चाहिए। नहीं तो तुम औरों को नुकसान पहुँचाते हो। फायदे के बदले और ही नुकसान करते हो। 4.आगे जब बैठते थे तो सामने कोई को जांच करने के लिए बिठाया जाता था - कौन झुटका खाते हैं, कौन आंखें बन्द कर बैठते हैं, तो बड़ा खबरदार रहते थे। बाप भी देखते थे इनका बुद्धियोग कहाँ भटकता है क्या या झुटका खाते हैं क्या? ऐसे भी बहुत आते हैं, जो कुछ भी समझते नहीं हैं। ब्राह्मणियां ले आती हैं। 
5.शिवबाबा के आगे बच्चे बड़े अच्छे होने चाहिए, जो ग़फलत में नहीं रहें क्योंकि यह कोई ऑर्डनरी टीचर नहीं। बाप बैठ सिखलाते हैं। यहाँ बहुत सावधान होकर बैठना चाहिए। बाबा 15 मिनट शान्ति में बिठाते हैं। 
6.तुम तो घण्टा दो घण्टा बैठते हो। सब तो महारथी नहीं हैं। जो कच्चे हैं, उनको सावधान करना है। सावधान करने से सुज़ाग हो जायेंगे। जो याद में नहीं रहते, व्यर्थ ख्यालात चलाते रहते हैं, वह जैसे विघ्न डालते हैं क्योंकि बुद्धि कहाँ न कहाँ भटकती है। 
7.महारथी, घोड़ेसवार, प्यादे सब बैठे हैं।",सेवा,,"1.म्युज़ियम में अथवा प्रर्दशनी में तुम बच्चे जो शिवालय, वेश्यालय और पुरूषोत्तम संगमयुग तीनों ही बताते हो, 2.यह बहुत अच्छा है समझाने के लिए। यह चित्र बहुत बड़े-बड़े बनाने चाहिए। सबसे अच्छा बड़ा हाल इनके लिए होना चाहिए, जो मनुष्यों की बुद्धि में झट बैठे। 3.बच्चों का विचार चलना चाहिए कि इसमें हम इप्रूवमेंट कैसे लायें। पुरूषोत्तम संगमयुग बहुत अच्छा बनाना चाहिए। उससे मनुष्यों को बहुत अच्छी समझानी मिल सकती है। 
4.तपस्या में भी तुम 5-6 को बिठाते हो परन्तु नहीं, 10-15 को तपस्या में बिठाना चाहिए। बड़े-बड़े चित्र बनाकर क्लीयर अक्षर में लिखना चाहिए। 
5.तुम इतना समझाते हो फिर भी समझते थोड़ेही हैं। तुम मेहनत करते हो समझाने के लिए, पत्थर बुद्धि हैं ना। तो जितना हो सके अच्छी रीति समझाना चाहिए",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2024 7:31:31,,,,सतगुरू,"1.सतगुरू तो एक ही है, बाकी गुरू कहलाने वाले तो ढेर हैं।
2.हर एक सिखलाने वाला गुरू होता है, सतगुरू एक ही है। अब तुमको सतगुरू मिला है वह सत्य बाप भी है तो सत्य टीचर भी है इसलिए बच्चों को जास्ती ग़फलत नहीं करनी चाहिए। 
3.यहाँ से अच्छी रीति रिफ्रेश होकर जाते हैं फिर घर जाने से यहाँ का सब भूल जाते हैं
4.गर्भजेल में बहुत सजायें मिलती हैं। वहाँ तो गर्भ महल होता है। विकर्म कोई होता नहीं जो सजा खानी पड़े।
5. यहाँ तुम बच्चे समझते हो हम बाप से सम्मुख पढ़ रहे हैं। बाहर अपने घर में तो ऐसे नहीं कहेंगे। वहाँ समझेंगे भाई पढ़ाते हैं। यहाँ तो डायरेक्ट बाप के पास आये हैं। बाप बच्चों को अच्छी रीति समझाते हैं। बाप की और बच्चों की समझानी में फ़र्क हो जाता है। बाप बैठ बच्चों को सावधान करते हैं
6.तुम शिवालय और वेश्यालय को समझते हो, बेहद की बात है। यह क्लीयर कर दिखाओ तो मनुष्यों को कुछ मज़ा आये। 
7.वहाँ तो ऐसे ही हंसी-कुड़ी में समझाते हो, सीरियस हो समझाओ तो अच्छी रीति समझें। रहम करो अपने पर, क्या इस वेश्यालय में ही रहना है! बाबा के ख्यालात तो चलते हैं ना - कैसे-कैसे समझायें। 
8.बच्चे कितनी मेहनत करते हैं फिर भी जैसे डिब्बी में ठिकरी । हाँ-हाँ करते जाते, बहुत अच्छा है, गांव में समझाना चाहिए। खुद नहीं समझते। साहूकार पैसे वाले लोग तो समझेंगे भी नहीं। बिल्कुल अटेन्शन ही नहीं देंगे। वह पिछाड़ी में आयेंगे। फिर तो टू लेट हो जायेंगे
",धारणा,,"धारणा के लिए मुख्य सार:-

1) चने मुट्ठी छोड़ बाप से विश्व की बादशाही लेने का पूरा पुरूषार्थ करना है। किसी भी बात में डरना नहीं है, निडर बन बंधनों से मुक्त होना है। अपना समय सच्ची कमाई में सफल करना है।

2) इस दु:खधाम को भूल शिवालय अर्थात् शान्तिधाम, सुखधाम को याद करना है। माया के विघ्नों को जान उनसे सावधान रहना है।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2024 7:32:52,,,,वरदान,"वरदान:-गीता का पाठ पढ़ने और पढ़ाने वाले नष्टोमोहा स्मृति स्वरूप भव
गीता ज्ञान का पहला पाठ है - अशरीरी आत्मा बनो और अन्तिम पाठ है नष्टोमोहा स्मृति स्वरूप बनो। पहला पाठ है विधि और अन्तिम पाठ है विधि से सिद्धि। तो हर समय पहले स्वयं यह पाठ पढ़ो फिर औरों को पढ़ाओ। ऐसा श्रेष्ठ कर्म करके दिखाओ जो आपके श्रेष्ठ कर्मो को देख अनेक आत्मायें श्रेष्ठ कर्म करके अपने भाग्य की रेखा श्रेष्ठ बना सकें।",स्लोगन,स्लोगन:-परमात्म स्नेह में समाये रहो तो मेहनत से मुक्त हो जायेंगे।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2024 7:40:05,6/23/2024,साकार,19 mar 2005,होली हंस,"A.साफ़ दिल 
1.होलीहंसों की विशेषता को सभी अच्छी तरह से जानते हो। सदा होली हैपी हंस अर्थात् स्वच्छ और साफ दिल। 2.ऐसे होलीहंसों की स्वच्छ और साफ दिल होने के कारण हर शुभ आशायें सहज पूर्ण होती हैं। सदा तृप्त आत्मा रहते हैं। श्रेष्ठ संकल्प किया और पूर्ण हुआ। मेहनत नहीं करनी पड़ती। 
3.क्यों? बापदादा को सबसे प्रिय, सबसे समीप साफ दिल प्यारे हैं।
B.सरल 
1.साफ दिल सदा बापदादा के दिलतख्त नशीन, सर्व श्रेष्ठ संकल्प पूर्ण होने के कारण वृत्ति में, दृष्टि में, बोल में, सम्बन्ध-सम्पर्क में सरल और स्पष्ट एक समान दिखाई देते हैं। 
2.सरलता की निशानी है - दिल, दिमाग, बोल एक समान। दिल में एक, बोल में और (दूसरा) - यह सरलता की निशानी नहीं है।
3. सरल स्वभाव वाले सदा निर्माणचित, निरहंकारी, निर-स्वार्थी होते हैं। 
4.होलीहंस की विशेषता - सरल-चित, सरल वाणी, सरल वृत्ति, सरल दृष्टि।",रूह रिहान,,"1. परिवर्तन 
A. ब्रह्मा बाप का उमंग था - जल्दी से जल्दी हो। तो शिव बाप ने कहा ब्रह्मा बाप को - विनाश वा परिवर्तन करना तो एक ताली भी नहीं, चपटी (चुटकी) बजाने की बात है। लेकिन आप पहले 108 नहीं, आधी माला बनाकर दो
B.तो ब्रह्मा बाप ने क्या उत्तर दिया होगा? बताओ। (तैयार हो रहे हैं) अच्छा - आधी माला भी तैयार नहीं हुई है? पूरी माला की बात छोड़ो, आधी माला तैयार हुई है?
C.निर्माण 
1.सारी माला के लिए पूछा। उसमें कहा थोड़ा टाइम चाहिए। यह रूहरिहान चली। क्यों थोड़ा टाइम चाहिए? रूहरिहान में तो प्रश्न-उत्तर ही चलता है ना। क्यों थोड़ा टाइम चाहिए? 
2.कौन सी विशेष कमी है जिसके कारण आधी माला भी रूकी हुई है? तो चारों ओर के बच्चे हर एरिया, एरिया के इमर्ज करते गये, जैसे आपके जोन हैं ना, ऐसे ही एक-एक जोन नहीं, ज़ोन तो बहुत-बहुत बड़े हैं ना। तो एक-एक विशेष शहर को इमर्ज करते गये और सबके चेहरे देखते गये, देखते-देखते ब्रह्मा बाप ने कहा कि 
C.एक विशेषता अभी जल्दी से जल्दी सभी बच्चे धारण कर लेंगे तो माला तैयार हो जायेगी। कौन सी विशेषता? तो यही कहा कि जितनी सर्विस में उन्नति की है, सर्विस करते हुए आगे बढ़े हैं। अच्छे आगे बढ़े हैं लेकिन एक बात का बैलेन्स कम है।
D. वह यही बात कि निर्माण करने में तो अच्छे आगे बढ़ गये हैं लेकिन निर्माण के साथ निर्मान - वह है निर्माण और वह है निर्मान। मात्रा का अन्तर है। लेकिन निर्माण और निर्मान दोनों के बैलेन्स में अन्तर है। सेवा की उन्नति में निर्मानता के बजाए कहाँ-कहाँ, कब-कब स्व-अभिमान भी मिक्स हो जाता है। 
E.सेवा की उन्नति में निर्मानता के बजाए कहाँ-कहाँ, कब-कब स्व-अभिमान भी मिक्स हो जाता है। जितना सेवा में आगे बढ़ते हैं, उतना ही वृत्ति में, दृष्टि में, बोल में, चाल में निर्मानता दिखाई दे, इस बैलेन्स की अभी बहुत आवश्यकता है। 
F.अभी तक जो सभी सम्बन्ध-सम्पर्क वालों से ब्लैसिंग मिलनी चाहिए वह ब्लैसिंग नहीं मिलती है। और पुरुषार्थ कोई कितना भी करता है, अच्छा है लेकिन पुरुषार्थ के साथ अगर दुआओं का खाता जमा नहीं है तो दाता-पन की स्टेज, रहमदिल बनने की स्टेज की अनुभूति नहीं होगी
G.i.दुआयें:आवश्यक है - स्व पुरुषार्थ और साथ-साथ बापदादा और परिवार के छोटे-बड़ों की दुआयें। यह दुआयें जो हैं - यह पुण्य का खाता जमा करना है। यह मार्क्स में एडीशन होती है। 
ii. कितनी भी सर्विस करो, अपनी सर्विस की धुन में आगे बढ़ते चलो, लेकिन बापदादा सभी बच्चों में यह विशेषता देखने चाहते हैं कि सेवा के साथ निर्मानता, मिलनसार - यह पुण्य का खाता जमा होना बहुत-बहुत आवश्यक है। 
iii.फिर नहीं कहना कि मैंने तो बहुत सर्विस की, मैंने तो यह किया, मैने तो यह किया, मैने तो यह किया, लेकिन नम्बर पीछे क्यों? इसलिए बापदादा पहले से ही इशारा देते हैं कि वर्तमान समय यह पुण्य का खाता बहुत-बहुत जमा करो",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2024 7:56:20,,,,Homework ," 1.condition तो बापदादा आने वाली सीज़न में आयेगा लेकिन... कण्डीशन डालेगा। देखो साकार का पार्ट भी चला, अव्यक्त पार्ट भी चला, इतना समय अव्यक्त पार्ट चलने का स्वप्न में भी नहीं था। तो दोनों पार्ट ड्रामानुसार चले। अब कोई तो कण्डीशन डालनी पड़ेगी या नहीं! क्या राय है? क्या ऐसे ही चलता रहेगा? क्यों? आज वतन में प्रोग्राम भी पूछा। तो बापदादा की रूहरिहान में यह भी चला कि यह ड्रामा का पार्ट कब तक? क्या कोई डेट है?
2.बापदादा की रूहरिहान में यह भी चला कि यह ड्रामा का पार्ट कब तक? क्या कोई डेट है? (देहरादून की प्रेम बहन से) जन्म-पत्री सुनाओ, कब तक? अभी यह क्वेश्चन उठा है, कब तक? तो लेकिन... के लिए 6 मास तो हैं ही ना! 6 मास के बाद ही दूसरी सीजन शुरू होती है। तो बापदादा रिजल्ट देखने चाहते हैं। दिल साफ, कोई भी दिल में पुराने संस्कार का, अभिमान-अपमान की महसूसता का दाग नहीं हो
3.बापदादा के पास भी दिल का चित्र निकालने की मशीनरी है। यहाँ एक्सरे में यह स्थूल दिल दिखाई देता है ना। तो वतन में दिल का चित्र बहुत स्पष्ट दिखाई देता है। कई प्रकार के छोटे-बड़े दाग, ढीले स्पष्ट दिखाई देते हैं।
",होली,,"1.होली:अर्थात् बीती सो बीती करना। होली मनाना अर्थात् दिल में कोई भी छोटा बड़ा दाग नहीं रहना, बिल्कुल साफ दिल, सर्व प्राप्ति सम्पन्न। बापदादा ने पहले भी सुनाया है कि बापदादा का बच्चों से प्यार होने के कारण एक बात अच्छी नहीं लगती। वह है - मेहनत बहुत करते हैं। अगर दिल साफ हो जाए तो मेहनत नहीं, 
2. मेहनत बहुत करते हैं। अगर दिल साफ हो जाए तो मेहनत नहीं, दिलाराम दिल में समाया रहेगा और आप दिलाराम के दिल में समाये हुए रहेंगे। दिल में बाप समाया हुआ है। 
B.किसी भी रूप की माया, चाहे सूक्ष्म रूप हो, चाहे रॉयल रूप हो, चाहे मोटा रूप हो, किसी भी रूप से माया आ नहीं सकती। स्वप्न मात्र, संकल्प मात्र भी माया आ नहीं सकती। तो मेहनत मुक्त हो जायेंगे ना! बापदादा मन्सा में भी मेहनत मुक्त देखने चाहते हैं। मेहनत मुक्त ही जीवनमुक्त का अनुभव कर सकते हैं। होली मनाना माना मेहनत मुक्त, जीवनमुक्त अनुभूति में रहना
C तो मेहनत मुक्त हो जायेंगे ना! बापदादा मन्सा में भी मेहनत मुक्त देखने चाहते हैं। मेहनत मुक्त ही जीवनमुक्त का अनुभव कर सकते हैं। होली मनाना माना मेहनत मुक्त, जीवनमुक्त अनुभूति में रहना। अब बापदादा मन्सा शक्ति द्वारा सेवा को शक्तिशाली बनाने चाहते हैं। वाणी द्वारा सेवा चलती रही है, चलती रहेगी, लेकिन इसमें समय लगता है। समय कम है, सेवा अभी भी बहुत है। रिजल्ट आप सबने सुनाई। अभी तक 108 की माला भी निकाल नहीं सकते। 16 हजार, 9 लाख - यह तो बहुत दूर हो गये
D. इसके लिए फास्ट विधि चाहिए। पहले अपनी मन्सा को श्रेष्ठ, स्वच्छ बनाओ, एक सेकेण्ड भी व्यर्थ नहीं जाये। अभी तक मैजारिटी के वेस्ट संकल्प की परसेन्टेज़ रही हुई है। अशुद्ध नहीं लेकिन वेस्ट हैं इसलिए मन्सा सेवा फास्ट गति से नहीं हो सकती। अभी होली मनाना अर्थात् मन्सा को व्यर्थ से भी होली बनाना।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
